TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionHour,TransactionWeekday,DaysSincePrevious,Cluster,Target
365.14,1,9,2,68.0,2,57.0,1.0,5894.09,2023,12,1,18,4,-339,0,0
757.41,1,20,0,22.0,3,37.0,1.0,9532.42,2023,5,5,16,4,-549,2,2
20.54,1,13,1,51.0,1,72.0,1.0,5327.03,2023,8,21,18,0,-441,0,0
475.36,1,31,0,34.0,1,105.0,1.0,2000.6,2023,10,2,16,0,-399,1,1
34.74,1,37,0,56.0,2,24.0,1.0,6827.57,2023,6,26,16,0,-497,0,0
689.54,1,28,1,27.0,3,93.0,1.0,1633.76,2023,3,6,16,0,-609,1,1
211.18,1,42,0,73.0,2,90.0,1.0,4069.17,2023,10,16,16,0,-385,0,0
211.36,0,13,1,51.0,1,286.0,1.0,7943.47,2023,11,21,16,1,-349,0,0
744.41,0,15,2,39.0,1,107.0,1.0,8842.47,2023,7,31,16,0,-462,0,0
61.43,1,31,2,24.0,3,170.0,1.0,1882.77,2023,6,29,16,3,-494,1,1
167.44,1,23,1,37.0,0,82.0,1.0,12526.71,2023,9,25,16,0,-406,2,2
361.46,1,26,2,21.0,3,83.0,1.0,4737.84,2023,4,7,17,4,-577,0,0
378.85,1,41,1,78.0,2,126.0,1.0,2300.53,2023,6,16,17,4,-507,1,1
241.11,1,8,1,30.0,0,55.0,1.0,12385.05,2023,6,16,16,4,-507,2,2
131.93,0,13,1,31.0,1,13.0,1.0,4547.06,2023,9,11,17,0,-420,0,0
20.28,1,28,2,36.0,1,213.0,1.0,2047.83,2023,7,19,17,2,-474,1,1
415.88,1,36,1,70.0,0,170.0,1.0,10008.33,2023,4,27,17,3,-557,2,2
49.99,1,29,0,62.0,2,112.0,1.0,2299.64,2023,2,9,17,3,-634,1,1
1221.65,1,10,2,27.0,3,153.0,1.0,243.92,2023,9,27,16,2,-404,1,1
100.66,1,9,1,50.0,0,144.0,1.0,14473.33,2023,1,2,16,0,-672,2,2
485.54,1,21,2,19.0,3,148.0,1.0,1533.32,2023,12,8,16,4,-332,1,1
321.15,1,20,1,46.0,0,179.0,1.0,7005.05,2023,2,10,17,4,-633,0,0
711.3,1,38,1,21.0,3,51.0,1.0,955.4,2023,6,26,18,0,-497,1,1
12.23,1,15,0,42.0,1,139.0,1.0,7844.88,2023,10,12,16,3,-389,0,0
350.94,1,7,0,20.0,3,64.0,1.0,221.56,2023,10,30,17,0,-371,1,1
301.85,1,8,2,54.0,1,25.0,1.0,6586.19,2023,4,18,17,1,-566,0,0
29.34,1,21,2,65.0,2,30.0,1.0,3944.82,2023,3,9,17,3,-606,1,1
231.71,1,33,1,27.0,3,148.0,1.0,1127.98,2023,4,24,17,0,-560,1,1
179.43,1,28,0,58.0,2,244.0,1.0,2626.63,2023,8,11,18,4,-451,1,1
36.71,1,17,1,48.0,0,55.0,1.0,6459.38,2023,1,30,17,0,-644,0,0
138.12,0,20,1,53.0,0,281.0,1.0,1649.69,2023,4,11,17,1,-573,1,1
233.24,1,21,0,33.0,1,72.0,1.0,6939.23,2023,4,17,16,0,-567,0,0
609.14,1,40,0,39.0,1,177.0,1.0,9033.87,2023,11,23,16,3,-347,2,2
436.64,1,20,1,31.0,0,111.0,1.0,14365.18,2023,12,25,17,0,-315,2,2
870.43,1,20,1,29.0,0,55.0,1.0,10115.18,2023,5,31,16,2,-523,2,2
354.4,1,6,0,74.0,2,128.0,1.0,7358.65,2023,11,6,17,0,-364,0,0
22.63,1,18,2,53.0,1,112.0,1.0,4438.03,2023,2,20,17,0,-623,0,0
182.19,1,23,1,26.0,3,53.0,1.0,1176.1,2023,6,19,16,0,-504,1,1
126.81,1,30,1,26.0,1,290.0,1.0,5427.98,2023,10,30,16,0,-371,0,0
288.17,1,41,2,37.0,1,50.0,1.0,3653.11,2023,9,8,16,4,-423,1,1
118.77,1,1,1,55.0,1,123.0,1.0,2104.82,2023,10,2,17,0,-399,1,1
651.82,1,16,0,21.0,3,166.0,1.0,1802.77,2023,4,14,17,4,-570,1,1
66.65,1,11,0,37.0,1,33.0,1.0,3559.96,2023,10,17,16,1,-384,1,1
98.53,1,10,1,69.0,2,166.0,1.0,3564.8,2023,1,16,16,0,-658,1,1
138.95,1,42,2,71.0,2,30.0,1.0,6752.92,2023,6,2,16,4,-521,0,0
33.89,1,26,1,26.0,3,177.0,1.0,1444.75,2023,11,10,16,4,-360,1,1
23.71,1,1,1,58.0,0,164.0,1.0,10788.89,2023,9,18,16,0,-413,2,2
1830.0,1,35,2,55.0,1,238.0,1.0,2235.7,2023,3,1,16,2,-614,1,1
26.06,1,36,0,65.0,0,283.0,1.0,12893.63,2023,12,21,17,3,-319,2,2
17.07,1,20,1,27.0,1,44.0,1.0,2798.15,2023,5,1,17,0,-553,1,1
703.89,1,35,2,46.0,1,62.0,1.0,3583.67,2023,9,22,16,4,-409,1,1
1271.9,1,15,0,47.0,1,155.0,1.0,2120.8,2023,8,28,16,0,-434,1,1
26.55,1,15,0,77.0,2,228.0,1.0,3085.38,2023,9,20,17,2,-411,1,1
147.4,1,38,1,42.0,1,259.0,1.0,6797.71,2023,6,9,16,4,-514,0,0
202.11,1,22,0,27.0,3,18.0,1.0,746.47,2023,3,30,16,3,-585,1,1
308.42,1,26,1,75.0,2,39.0,1.0,5427.81,2023,5,2,16,1,-552,0,0
11.18,1,24,0,53.0,1,144.0,1.0,7467.3,2023,2,27,16,0,-616,0,0
294.15,1,14,2,38.0,1,136.0,1.0,6362.16,2023,2,2,16,3,-641,0,0
29.58,1,7,1,54.0,1,112.0,1.0,8345.26,2023,10,30,17,0,-371,0,0
139.45,1,4,2,27.0,3,31.0,1.0,1305.76,2023,7,10,16,0,-483,1,1
432.63,1,7,0,29.0,0,137.0,1.0,13648.36,2023,6,30,17,4,-493,2,2
131.43,1,5,2,43.0,0,65.0,1.0,1337.5,2023,2,1,18,2,-642,1,1
516.72,1,23,0,42.0,1,128.0,1.0,2015.69,2023,10,9,18,0,-392,1,1
121.82,1,7,2,69.0,0,123.0,3.0,8354.54,2023,2,7,17,1,-636,0,0
374.5,0,37,1,26.0,3,178.0,1.0,1671.51,2023,7,24,16,0,-469,1,1
166.13,1,29,0,68.0,0,227.0,1.0,11822.53,2023,9,6,17,2,-425,2,2
626.9,1,6,0,23.0,3,146.0,1.0,587.11,2023,10,10,16,1,-391,1,1
466.85,1,2,1,56.0,2,165.0,1.0,5422.53,2023,7,17,16,0,-476,0,0
788.84,1,31,2,58.0,2,231.0,1.0,1913.73,2023,5,17,17,2,-537,1,1
873.65,0,28,2,37.0,0,59.0,1.0,12139.83,2023,3,23,16,3,-592,2,2
525.28,1,7,0,69.0,2,134.0,1.0,4693.6,2023,4,3,16,0,-581,0,0
110.17,1,33,0,30.0,1,137.0,1.0,464.2,2023,9,7,16,3,-424,1,1
632.69,1,10,0,80.0,2,76.0,1.0,4363.74,2023,9,12,16,1,-419,0,0
124.35,1,28,0,72.0,2,90.0,1.0,3319.76,2023,12,8,16,4,-332,1,1
43.85,1,14,0,62.0,2,122.0,1.0,4356.98,2023,3,13,16,0,-602,0,0
283.81,1,36,1,28.0,3,29.0,1.0,1519.35,2023,3,9,16,3,-606,1,1
168.53,1,37,0,71.0,2,112.0,1.0,5962.58,2023,6,14,16,2,-509,0,0
218.59,0,10,1,40.0,1,123.0,1.0,6699.23,2023,11,27,16,0,-343,0,0
132.84,1,28,0,21.0,3,143.0,1.0,822.73,2023,8,21,16,0,-441,1,1
157.37,0,9,1,42.0,0,289.0,1.0,13964.31,2023,11,15,16,2,-355,2,2
144.77,1,0,2,20.0,3,159.0,1.0,867.32,2023,7,17,16,0,-476,1,1
643.22,1,1,0,64.0,0,93.0,1.0,1035.86,2023,5,3,17,2,-551,1,1
1392.54,1,12,1,41.0,0,297.0,1.0,13347.69,2023,11,20,16,0,-350,2,2
208.07,1,28,2,32.0,0,36.0,1.0,8478.9,2023,7,10,16,0,-483,0,0
94.3,1,31,1,57.0,0,57.0,1.0,11088.95,2023,12,25,17,0,-315,2,2
295.5,1,23,0,59.0,2,36.0,1.0,6280.66,2023,11,23,18,3,-347,0,0
30.23,1,2,0,44.0,0,99.0,1.0,481.13,2023,11,6,17,0,-364,1,1
112.05,0,31,0,26.0,3,159.0,1.0,1122.88,2023,1,2,16,0,-672,1,1
180.24,1,31,1,58.0,1,144.0,1.0,8431.23,2023,7,3,17,0,-490,0,0
13.71,0,10,2,38.0,1,148.0,1.0,8342.79,2023,5,30,17,1,-524,0,0
96.54,1,27,1,58.0,2,95.0,1.0,7182.22,2023,3,13,17,0,-602,0,0
79.35,1,20,2,67.0,2,70.0,1.0,1692.15,2023,1,2,16,0,-672,1,1
101.04,1,35,0,27.0,3,160.0,1.0,1695.57,2023,7,10,18,0,-483,1,1
74.42,1,12,2,49.0,1,68.0,1.0,6264.21,2023,11,23,17,3,-347,0,0
39.66,1,41,1,52.0,1,169.0,1.0,8497.34,2023,5,18,16,3,-536,0,0
99.36,1,39,0,40.0,0,46.0,1.0,1272.12,2023,5,9,16,1,-545,1,1
123.85,1,19,2,56.0,1,244.0,1.0,3959.62,2023,8,25,18,4,-437,1,1
426.93,1,29,0,19.0,3,248.0,1.0,476.19,2023,12,25,17,0,-315,1,1
133.73,0,38,2,25.0,3,123.0,1.0,1872.22,2023,5,16,16,1,-538,1,1
222.39,1,41,2,49.0,1,73.0,1.0,3117.39,2023,8,23,16,2,-439,1,1
215.94,0,41,2,22.0,3,140.0,1.0,1841.69,2023,6,5,16,0,-518,1,1
6.3,1,8,1,80.0,2,283.0,5.0,7697.68,2023,12,14,18,3,-326,0,0
826.23,1,7,0,29.0,0,209.0,1.0,7580.59,2023,5,31,16,2,-523,0,0
211.36,1,8,2,35.0,1,67.0,1.0,7936.91,2023,10,11,16,2,-390,0,0
131.46,1,5,1,67.0,2,258.0,1.0,6642.33,2023,5,15,16,0,-539,0,0
202.86,0,22,1,61.0,0,149.0,1.0,7642.25,2023,5,22,17,0,-532,0,0
268.39,1,24,0,26.0,3,171.0,1.0,136.74,2023,6,26,18,0,-497,1,1
194.85,1,17,2,23.0,3,130.0,4.0,319.84,2023,9,12,16,1,-419,1,1
137.35,0,34,1,40.0,0,220.0,1.0,12662.66,2023,3,29,18,2,-586,2,2
712.75,1,30,1,44.0,0,25.0,1.0,8126.06,2023,1,2,16,0,-672,0,0
353.82,1,25,0,42.0,0,143.0,1.0,705.75,2023,4,10,17,0,-574,1,1
507.25,1,42,1,45.0,2,143.0,1.0,5331.57,2023,10,30,17,0,-371,0,0
212.74,1,39,1,27.0,1,128.0,1.0,7645.47,2023,12,14,18,3,-326,0,0
364.42,1,7,0,51.0,1,146.0,1.0,8119.73,2023,10,10,17,1,-391,0,0
195.12,1,21,0,46.0,0,144.0,1.0,6101.15,2023,7,25,17,1,-468,0,0
230.61,1,33,1,80.0,2,204.0,1.0,2561.42,2023,9,4,16,0,-427,1,1
739.28,0,40,1,58.0,0,47.0,1.0,11905.64,2023,6,19,16,0,-504,2,2
390.35,0,29,0,64.0,0,61.0,1.0,7095.88,2023,9,26,18,1,-405,0,0
242.03,1,9,2,58.0,1,124.0,1.0,4382.73,2023,3,13,16,0,-602,0,0
242.39,0,35,0,18.0,3,271.0,1.0,1328.73,2023,11,20,16,0,-350,1,1
135.03,1,37,0,23.0,3,180.0,1.0,1278.0,2023,2,24,17,4,-619,1,1
83.5,1,9,1,61.0,3,91.0,5.0,1749.79,2023,5,15,18,0,-539,1,1
193.54,1,28,1,80.0,2,267.0,1.0,2929.51,2023,10,24,16,1,-377,1,1
617.36,1,18,1,29.0,1,61.0,1.0,8926.38,2023,11,21,17,1,-349,0,0
775.23,0,0,2,59.0,0,38.0,1.0,5977.59,2023,8,7,16,0,-455,0,0
266.57,1,12,0,72.0,2,100.0,1.0,7676.92,2023,9,26,17,1,-405,0,0
153.4,1,23,0,45.0,1,144.0,1.0,4657.7,2023,3,31,17,4,-584,0,0
946.94,1,5,1,53.0,2,251.0,1.0,5579.11,2023,12,11,17,0,-329,0,0
5.12,1,27,1,34.0,1,90.0,1.0,3293.01,2023,10,13,16,4,-388,1,1
119.11,1,11,0,57.0,1,131.0,1.0,7998.25,2023,6,30,16,4,-493,0,0
1096.7,1,7,2,24.0,3,147.0,1.0,1093.89,2023,3,27,16,0,-588,1,1
119.72,1,40,1,30.0,1,123.0,1.0,3435.34,2023,2,3,18,4,-640,1,1
107.4,1,41,2,58.0,0,32.0,1.0,344.07,2023,6,22,16,3,-501,1,1
115.92,1,33,0,53.0,2,57.0,1.0,3897.17,2023,1,17,18,1,-657,1,1
438.04,1,30,0,67.0,2,247.0,1.0,5358.95,2023,8,24,18,3,-438,0,0
677.29,1,15,2,27.0,1,287.0,1.0,627.79,2023,5,1,18,0,-553,1,1
296.0,1,19,1,35.0,0,248.0,1.0,7418.82,2023,5,15,16,0,-539,0,0
299.09,0,4,1,36.0,1,84.0,1.0,5615.26,2023,1,16,16,0,-658,0,0
461.52,0,10,1,24.0,3,44.0,1.0,1995.18,2023,5,15,16,0,-539,1,1
100.52,1,19,0,50.0,1,110.0,1.0,453.39,2023,1,30,17,0,-644,1,1
85.35,1,42,0,66.0,2,166.0,1.0,2173.76,2023,7,5,16,2,-488,1,1
79.76,1,33,1,39.0,1,170.0,1.0,6452.14,2023,2,6,16,0,-637,0,0
778.49,0,29,2,75.0,2,107.0,1.0,7713.67,2023,7,3,16,0,-490,0,0
386.38,1,31,2,42.0,1,135.0,1.0,5528.36,2023,1,24,16,1,-650,0,0
165.25,1,34,2,35.0,0,106.0,1.0,9939.94,2023,11,24,17,4,-346,2,2
14.29,1,20,0,34.0,1,150.0,1.0,7016.99,2023,2,28,16,1,-615,0,0
232.79,0,16,1,55.0,2,145.0,1.0,2661.3,2023,9,20,17,2,-411,1,1
1237.56,0,2,1,60.0,1,159.0,1.0,9410.17,2023,11,13,17,0,-357,2,2
92.29,1,0,1,54.0,1,115.0,1.0,2026.32,2023,2,15,16,2,-628,1,1
293.97,1,31,1,68.0,2,153.0,1.0,7371.85,2023,11,13,17,0,-357,0,0
136.32,1,24,2,19.0,3,113.0,1.0,264.83,2023,10,11,18,2,-390,1,1
251.06,1,7,2,36.0,0,34.0,1.0,10001.66,2023,12,6,17,2,-334,2,2
50.17,0,34,0,77.0,2,35.0,1.0,7752.14,2023,9,18,16,0,-413,0,0
21.4,1,14,1,34.0,1,258.0,1.0,9594.11,2023,12,26,16,1,-314,2,2
73.28,1,4,1,21.0,3,21.0,1.0,1329.41,2023,3,10,17,4,-605,1,1
70.23,1,22,0,38.0,0,260.0,1.0,11624.93,2023,9,13,16,2,-418,2,2
689.29,1,12,0,22.0,3,100.0,1.0,168.84,2023,1,6,17,4,-668,1,1
745.03,1,13,2,28.0,3,231.0,1.0,160.57,2023,8,3,17,3,-459,1,1
54.61,1,25,0,58.0,1,160.0,1.0,7135.64,2023,12,4,16,0,-336,0,0
54.05,1,21,1,27.0,3,146.0,1.0,469.14,2023,4,25,16,1,-559,1,1
107.47,1,2,2,67.0,2,144.0,1.0,7517.5,2023,4,12,17,2,-572,0,0
611.11,1,11,0,20.0,3,282.0,4.0,919.84,2023,10,18,18,2,-383,1,1
219.63,1,5,0,48.0,0,44.0,1.0,8013.63,2023,11,10,16,4,-360,0,0
188.7,1,27,1,45.0,2,123.0,1.0,5077.06,2023,2,10,16,4,-633,0,0
93.52,1,30,2,51.0,1,97.0,1.0,2791.2,2023,8,14,17,0,-448,1,1
275.92,0,26,1,62.0,2,107.0,1.0,1777.38,2023,9,18,18,0,-413,1,1
376.79,1,25,1,68.0,2,265.0,1.0,7749.14,2023,1,30,17,0,-644,0,0
8.98,1,11,2,66.0,3,56.0,1.0,4516.76,2023,8,21,16,0,-441,0,0
697.32,1,1,2,68.0,2,91.0,1.0,2016.02,2023,5,11,16,3,-543,1,1
17.45,1,29,0,18.0,3,88.0,1.0,1959.52,2023,9,13,16,2,-418,1,1
302.16,1,18,2,80.0,2,138.0,5.0,3876.61,2023,10,18,17,2,-383,1,1
442.74,1,36,1,23.0,3,136.0,1.0,1790.27,2023,10,16,17,0,-385,1,1
623.9,1,38,0,27.0,3,249.0,1.0,711.47,2023,8,8,17,1,-454,1,1
445.41,1,14,0,35.0,0,235.0,3.0,12154.66,2023,11,20,16,0,-350,2,2
63.41,1,13,0,26.0,3,36.0,1.0,1546.22,2023,11,24,17,4,-346,1,1
346.85,1,18,0,44.0,0,88.0,1.0,7208.15,2023,11,3,18,4,-367,0,0
71.95,0,13,2,59.0,1,53.0,1.0,9267.32,2023,2,13,16,0,-630,2,2
7.5,1,9,2,63.0,2,36.0,1.0,6485.78,2023,2,17,16,4,-626,0,0
206.46,1,41,0,65.0,2,279.0,1.0,3984.38,2023,11,27,18,0,-343,0,0
423.11,1,8,0,60.0,1,47.0,1.0,412.78,2023,7,25,18,1,-468,1,1
35.84,0,7,2,54.0,2,172.0,1.0,4795.65,2023,3,28,17,1,-587,0,0
88.6,0,33,1,28.0,3,105.0,1.0,246.57,2023,2,14,17,1,-629,1,1
1431.3,1,28,0,18.0,3,168.0,1.0,1058.13,2023,9,4,18,0,-427,1,1
53.81,0,33,0,55.0,1,37.0,2.0,4734.110000000001,2023,10,16,16,0,-385,0,0
22.46,1,27,2,54.0,2,78.0,1.0,6631.5,2023,5,17,16,2,-537,0,0
334.89,1,13,2,21.0,3,260.0,1.0,1661.68,2023,7,20,18,3,-473,1,1
319.27,0,29,2,54.0,2,59.0,1.0,5504.01,2023,7,20,16,3,-473,0,0
144.3,1,28,0,18.0,3,88.0,1.0,312.19,2023,12,8,17,4,-332,1,1
348.7,0,14,1,69.0,2,149.0,1.0,2445.58,2023,5,2,17,1,-552,1,1
366.21,1,28,0,62.0,0,181.0,1.0,10862.99,2023,1,12,17,3,-662,2,2
99.11,1,30,2,55.0,2,12.0,1.0,5414.87,2023,5,1,16,0,-553,0,0
539.35,1,25,0,55.0,2,127.0,1.0,3919.44,2023,5,22,17,0,-532,1,1
188.99,1,28,1,58.0,1,92.0,1.0,7315.34,2023,6,8,16,3,-515,0,0
1416.69,1,26,0,46.0,1,58.0,1.0,3740.73,2023,1,16,17,0,-658,1,1
710.14,1,12,0,26.0,3,227.0,1.0,465.63,2023,3,8,16,2,-607,1,1
308.68,1,25,2,53.0,0,170.0,1.0,9992.36,2023,2,27,17,0,-616,2,2
166.68,1,23,0,57.0,2,139.0,1.0,5141.19,2023,3,27,18,0,-588,0,0
0.99,1,20,0,45.0,1,133.0,1.0,4317.85,2023,9,13,16,2,-418,0,0
505.19,1,18,0,30.0,0,128.0,5.0,5326.68,2023,3,14,16,1,-601,0,0
66.58,1,33,1,23.0,3,79.0,1.0,1636.32,2023,12,4,17,0,-336,1,1
223.43,1,9,1,77.0,2,178.0,1.0,7932.41,2023,2,8,17,2,-635,0,0
659.95,1,11,2,60.0,1,114.0,1.0,3927.69,2023,9,20,16,2,-411,1,1
634.86,1,6,0,27.0,3,45.0,1.0,588.5,2023,8,10,16,3,-452,1,1
286.5,0,4,1,30.0,1,60.0,1.0,8517.95,2023,10,23,16,0,-378,0,0
322.96,0,30,1,76.0,2,168.0,1.0,2401.59,2023,11,27,16,0,-343,1,1
654.48,1,8,1,19.0,3,114.0,1.0,6776.41,2023,8,7,16,0,-455,0,0
157.97,1,30,1,48.0,0,140.0,1.0,5529.92,2023,6,21,16,2,-502,0,0
120.9,1,40,1,40.0,0,52.0,1.0,9009.42,2023,7,12,16,2,-481,2,2
254.77,1,10,1,57.0,1,57.0,1.0,5994.87,2023,1,18,16,2,-656,0,0
795.96,1,33,2,65.0,2,119.0,1.0,5468.58,2023,9,28,17,3,-403,0,0
149.25,1,29,0,39.0,1,142.0,1.0,5677.52,2023,4,10,16,0,-574,0,0
3.42,0,35,1,43.0,0,158.0,1.0,14180.21,2023,9,25,16,0,-406,2,2
68.19,0,14,2,40.0,0,189.0,1.0,9895.1,2023,3,14,16,1,-601,2,2
493.42,1,3,1,39.0,1,111.0,1.0,2232.84,2023,6,14,17,2,-509,1,1
37.57,1,12,0,57.0,2,42.0,1.0,7739.54,2023,4,26,18,2,-558,0,0
127.0,0,26,1,19.0,3,68.0,5.0,431.16,2023,9,15,17,4,-416,1,1
96.89,1,13,0,59.0,3,53.0,1.0,6044.93,2023,3,16,16,3,-599,0,0
448.33,1,1,0,25.0,3,161.0,1.0,922.19,2023,5,1,16,0,-553,1,1
1116.48,1,36,0,51.0,1,55.0,1.0,447.53,2023,9,18,17,0,-413,1,1
8.65,1,19,2,48.0,0,273.0,1.0,10778.35,2023,6,5,17,0,-518,2,2
65.57,1,24,2,41.0,1,82.0,1.0,4734.110000000001,2023,4,6,17,3,-578,0,0
539.81,1,37,2,46.0,1,177.0,1.0,2051.25,2023,2,21,16,1,-622,1,1
363.53,1,18,0,63.0,2,142.0,1.0,1038.91,2023,1,18,17,2,-656,1,1
64.9,0,11,1,51.0,2,72.0,1.0,6854.61,2023,2,14,16,1,-629,0,0
358.18,1,4,0,18.0,3,157.0,1.0,619.86,2023,4,10,16,0,-574,1,1
167.2,1,35,1,30.0,0,84.0,1.0,11320.83,2023,1,18,17,2,-656,2,2
121.91,1,6,1,60.0,0,133.0,1.0,14510.8,2023,6,26,18,0,-497,2,2
137.57,1,21,2,54.0,1,70.0,1.0,5103.67,2023,12,11,17,0,-329,0,0
534.62,1,28,2,55.0,0,45.0,1.0,13793.53,2023,12,5,17,1,-335,2,2
463.92,1,23,2,50.0,1,199.0,1.0,2403.39,2023,3,13,16,0,-602,1,1
320.14,1,25,2,60.0,2,96.0,1.0,3075.97,2023,1,31,16,1,-643,1,1
214.93,1,0,2,28.0,3,52.0,1.0,7835.4,2023,5,15,17,0,-539,0,0
660.02,1,26,1,20.0,3,84.0,1.0,414.43,2023,10,12,16,3,-389,1,1
345.81,1,33,1,40.0,1,135.0,1.0,6116.8,2023,6,26,16,0,-497,0,0
143.54,1,30,0,71.0,2,80.0,1.0,6067.62,2023,10,16,16,0,-385,0,0
42.55,1,39,1,53.0,1,29.0,1.0,7341.43,2023,3,31,18,4,-584,0,0
1063.25,0,29,2,21.0,3,128.0,1.0,1240.71,2023,1,17,16,1,-657,1,1
541.79,1,23,0,22.0,3,125.0,1.0,1454.08,2023,8,11,16,4,-451,1,1
40.57,1,8,1,26.0,3,63.0,1.0,1476.91,2023,2,13,17,0,-630,1,1
120.24,1,25,1,18.0,3,131.0,2.0,1943.13,2023,8,28,16,0,-434,1,1
498.67,1,24,2,28.0,3,244.0,1.0,1719.97,2023,12,5,16,1,-335,1,1
227.22,1,12,0,53.0,0,220.0,1.0,832.82,2023,3,27,18,0,-588,1,1
1182.86,1,40,2,30.0,1,34.0,1.0,7696.16,2023,12,11,16,0,-329,0,0
56.94,0,5,2,76.0,3,74.0,1.0,7004.63,2023,12,11,16,0,-329,0,0
629.82,1,7,1,68.0,2,159.0,1.0,6385.69,2023,7,17,16,0,-476,0,0
59.44,1,6,2,35.0,1,176.0,1.0,5472.03,2023,6,13,17,1,-510,0,0
186.69,1,27,1,30.0,1,54.0,1.0,8602.22,2023,12,29,16,4,-311,0,0
230.46,1,23,2,19.0,3,179.0,1.0,162.53,2023,4,25,17,1,-559,1,1
65.09,0,39,2,44.0,1,159.0,1.0,9370.9,2023,2,28,17,1,-615,2,2
457.09,0,26,2,55.0,1,63.0,1.0,8570.82,2023,5,25,16,3,-529,0,0
552.02,0,6,0,44.0,1,100.0,1.0,522.08,2023,11,30,16,3,-340,1,1
377.12,1,15,0,34.0,1,61.0,1.0,836.67,2023,8,14,17,0,-448,1,1
204.56,0,36,1,18.0,3,179.0,1.0,364.72,2023,9,11,17,0,-420,1,1
420.28,1,42,1,35.0,0,144.0,1.0,8557.32,2023,5,17,17,2,-537,0,0
97.09,1,13,0,24.0,3,202.0,4.0,1579.57,2023,4,10,18,0,-574,1,1
124.59,1,5,1,27.0,3,171.0,1.0,129.29,2023,5,5,17,4,-549,1,1
73.88,1,5,2,39.0,0,34.0,1.0,6474.41,2023,1,2,16,0,-672,0,0
77.43,1,33,2,21.0,3,169.0,1.0,4734.110000000001,2023,1,19,16,3,-655,0,0
106.16,1,31,0,56.0,0,277.0,4.0,7487.79,2023,4,14,17,4,-570,0,0
245.93,1,14,1,54.0,1,172.0,1.0,7986.63,2023,6,6,18,1,-517,0,0
622.41,1,16,0,64.0,0,125.0,1.0,7322.01,2023,12,11,16,0,-329,0,0
43.73,1,29,0,34.0,0,145.0,1.0,9929.43,2023,4,3,16,0,-581,2,2
1282.86,1,2,1,19.0,3,68.0,1.0,1830.98,2023,5,15,16,0,-539,1,1
2.03,0,11,0,33.0,1,28.0,1.0,3012.31,2024,1,1,16,0,-308,1,1
770.65,1,17,2,31.0,0,137.0,1.0,7198.8,2023,7,5,17,2,-488,0,0
260.31,1,2,1,63.0,0,113.0,1.0,10980.38,2023,2,28,16,1,-615,2,2
356.1,0,13,1,26.0,3,187.0,1.0,868.35,2023,10,25,16,2,-376,1,1
27.07,0,41,1,80.0,2,39.0,1.0,3773.29,2023,3,6,17,0,-609,1,1
119.89,1,40,0,67.0,0,60.0,1.0,6697.77,2023,12,19,17,1,-321,0,0
106.39,1,41,2,37.0,0,281.0,1.0,9410.99,2023,2,13,18,0,-630,2,2
12.04,1,13,2,37.0,1,58.0,1.0,6213.32,2023,11,15,16,2,-355,0,0
365.7,1,15,1,21.0,3,115.0,2.0,368.78,2023,1,27,16,4,-647,1,1
29.38,0,3,1,28.0,3,63.0,1.0,1663.31,2023,2,15,16,2,-628,1,1
319.85,1,10,0,60.0,0,148.0,1.0,711.66,2023,7,26,16,2,-467,1,1
350.14,0,20,2,75.0,2,38.0,1.0,2403.25,2023,3,24,18,4,-591,1,1
163.94,0,41,1,52.0,2,73.0,1.0,5957.37,2023,8,3,18,3,-459,0,0
170.53,1,28,1,24.0,3,58.0,1.0,801.01,2023,2,6,18,0,-637,1,1
262.22,0,3,0,40.0,1,136.0,1.0,5711.71,2023,7,13,17,3,-480,0,0
41.49,1,0,2,24.0,3,13.0,1.0,928.33,2023,4,24,16,0,-560,1,1
121.43,0,34,1,52.0,1,243.0,1.0,7365.28,2023,3,21,16,1,-594,0,0
350.46,1,26,1,51.0,2,165.0,1.0,5839.38,2023,12,8,16,4,-332,0,0
220.41,0,12,2,26.0,1,155.0,1.0,5116.98,2023,9,4,16,0,-427,0,0
33.46,1,39,0,72.0,2,111.0,1.0,3641.07,2023,2,20,16,0,-623,1,1
104.79,1,10,0,70.0,0,223.0,1.0,1352.19,2023,8,7,16,0,-455,1,1
246.27,1,14,2,29.0,0,141.0,1.0,7299.86,2023,12,27,16,2,-313,0,0
48.85,1,9,0,19.0,3,176.0,1.0,1503.56,2023,12,8,16,4,-332,1,1
332.0,1,5,0,69.0,2,17.0,1.0,5943.13,2023,4,27,16,3,-557,0,0
118.1,1,22,2,54.0,1,167.0,1.0,895.66,2023,10,31,16,1,-370,1,1
84.59,0,19,1,67.0,0,10.0,1.0,5669.1,2023,4,19,16,2,-565,0,0
295.64,1,17,2,21.0,3,82.0,1.0,1061.96,2023,12,14,17,3,-326,1,1
514.33,1,30,1,25.0,3,160.0,1.0,1592.94,2023,6,2,16,4,-521,1,1
992.17,1,35,0,43.0,0,112.0,1.0,6215.96,2023,2,27,18,0,-616,0,0
94.59,1,42,2,39.0,0,34.0,1.0,6171.89,2023,12,1,17,4,-339,0,0
80.43,1,8,1,59.0,2,157.0,1.0,5987.67,2023,1,4,16,2,-670,0,0
54.25,1,41,2,68.0,0,37.0,1.0,14783.33,2023,7,31,16,0,-462,2,2
